diploma,internexp,age,gender,recommend_num,Beautylevel,family_reserve
1,1,1.0,0,30.368679583168337,1,0.49836022415662407
0,1,1.0,1,16.9156834549364,0,0.4128724083383789
0,1,1.0,0,56.779977677399785,0,0.6195033924021679
0,0,0.0,0,65.49247027322964,1,0.7525163717509346
0,1,1.0,1,53.20524774753074,0,0.6576207159957659
0,1,1.0,1,4.120293326273335,1,0.09596088534192435
0,1,1.0,0,10.971361373264669,1,0.2041992978988697
1,0,0.0,0,0.19934204040535414,1,0.0004395415091741489
1,1,1.0,1,9.54194510729409,0,0.3101057061062121
0,1,1.0,0,7.2078317137137775,0,0.14854333794283392
0,0,0.0,1,0.17286461656262656,0,0.0010468167349704262
1,1,1.0,0,64.0769195947122,1,0.5980979605777627
0,0,0.0,1,32.65731526857009,1,0.4466165405611725
0,0,0.0,1,36.16506833072422,1,0.6264530864743127
1,0,0.0,1,87.5458365966403,0,0.7685641798691689
1,1,1.0,0,29.072913159832993,0,0.5185518722628664
0,0,0.0,0,16.381822689432052,1,0.4133627768328542
0,0,0.0,1,1.4533561640301031,0,0.005641984233199928
1,1,1.0,1,0.9905433797683693,1,0.007126184970650455
0,0,0.0,0,28.174955804289926,0,0.42713313175941464
1,0,0.0,0,0.03789879512592105,0,7.62284255907608e-22
1,1,1.0,0,5.540835399285603,0,0.16564022046891033
1,0,0.0,0,12.121794139826376,1,0.26755469056868675
0,1,1.0,1,21.859795136594638,0,0.5181416124627193
0,0,0.0,1,49.541590245384555,0,0.6166833413416732
0,1,1.0,1,21.327202860159847,0,0.49828993812469197
0,0,0.0,0,23.281103784640376,1,0.4517721790006932
0,0,0.0,0,24.210379552723683,1,0.3773830633998718
1,0,0.0,0,0.1176692324825415,1,1.3464069655106124e-08
0,1,1.0,1,47.17071560852848,1,0.6552348390919142
0,0,0.0,0,6.336886531659836,1,0.15330000661092058
1,0,0.0,0,48.18953742653134,1,0.6653541527929946
1,1,1.0,0,0.33365343355653315,0,0.05446198062072836
1,1,1.0,0,28.221565404500694,1,0.4078767778627479
0,0,0.0,0,30.107968219184315,1,0.5863350831068443
1,0,0.0,1,41.104864552116176,1,0.6161218489921771
1,1,1.0,0,55.42347609546078,0,0.7182243994647527
0,1,1.0,0,18.48412603199731,0,0.5087902074413696
1,0,0.0,1,23.90049604140132,0,0.41003952034124735
0,0,0.0,0,13.49902765880645,1,0.2093512748396036
1,1,1.0,1,53.191873731057015,0,0.6013435832897557
0,0,0.0,1,82.00533693785962,1,0.635718205625713
1,0,0.0,1,12.297675984268002,0,0.4231380653544546
1,0,0.0,1,5.742178146793786,0,0.18563605531819818
1,0,0.0,0,21.961628020738765,0,0.4885366746727468
1,0,0.0,0,4.346799761588305,1,0.13653531514171788
0,1,1.0,1,49.15897732189626,1,0.6175800786834924
0,0,0.0,0,13.315149409468118,0,0.28347703593656787
1,1,1.0,1,9.872928996686387,1,0.1909042638849358
1,1,1.0,0,46.339695605018605,0,0.6963504875227696
1,1,1.0,0,32.277944336481376,1,0.5752468684691673
1,1,1.0,0,118.06345956516171,0,0.7875043751274344
0,1,1.0,1,5.302613865576628,0,0.15203252404912287
0,1,1.0,1,13.530273319370185,0,0.35419276710052583
0,0,0.0,1,66.1341723548743,0,0.6744900994379586
0,1,1.0,0,47.34440168101453,1,0.6321280318101961
1,1,1.0,1,1.7602833730449772,0,0.0070567011175579515
0,1,1.0,0,2.8716615498686724,0,0.0687069642329601
1,1,1.0,0,35.64939298894044,0,0.467934326081667
0,1,1.0,0,97.29835209284411,1,0.7141661557352444
0,1,1.0,1,41.63663377447135,1,0.6133172069003895
1,1,1.0,0,13.201088424141012,1,0.2662677227886799
0,0,0.0,0,13.45201187455155,0,0.2934780980638245
0,0,0.0,1,6.185665703756179,1,0.160725103481908
0,1,1.0,1,53.99795618774979,1,0.6662468393550396
1,0,0.0,1,38.37646686561047,0,0.5115750227986646
0,1,1.0,1,67.56745347356122,0,0.6597023241125747
1,0,0.0,1,42.95043845984226,1,0.5036434927106063
0,0,0.0,0,33.401122990131825,1,0.3998955652952051
1,1,1.0,1,15.405972410555597,1,0.33465749194237127
0,0,0.0,0,70.66831917814662,0,0.7226833395638107
0,1,1.0,0,2.6056414050309216,1,0.08733141734335212
1,0,0.0,0,11.019196038022168,0,0.3090184258040015
0,0,0.0,1,5.49753973167668,1,0.15394406686143472
1,0,0.0,1,31.695346973170643,1,0.5598106117481503
0,0,0.0,0,8.47242696392146,1,0.17410214982516414
1,0,0.0,1,48.33824514523769,1,0.6772578043317498
1,0,0.0,0,43.66516022509089,1,0.5851392141188669
1,1,1.0,0,4.619349184879924,1,0.2512921006421901
0,0,0.0,0,19.12055547381395,1,0.2520738549777442
1,0,0.0,0,43.31800049116955,0,0.5899601755935001
1,1,1.0,1,3.740177667919081,0,0.08753510417558176
0,0,0.0,0,7.003400816536369,1,0.27420079108642975
0,1,1.0,0,96.42240751848664,1,0.7370620485357513
1,0,0.0,1,15.670544601785588,1,0.3941508983838912
0,0,0.0,1,17.570098537353715,1,0.3162389544875655
1,1,1.0,0,15.573322557089309,1,0.3830037090412799
0,0,0.0,1,3.4782117316510894,0,0.09862122833601437
0,0,0.0,1,1.121998970799197,0,0.0044027421348674135
1,0,0.0,1,5.935783251048927,1,0.0734885744505873
0,1,1.0,0,80.76697931330335,0,0.6985506622406812
0,0,0.0,0,14.972241553163691,1,0.41029036145581554
0,0,0.0,1,35.25433604187095,1,0.5580804479111847
1,1,1.0,1,44.18661681443396,0,0.5997870937877171
0,1,1.0,1,35.01306061487449,0,0.4973024016181803
0,1,1.0,1,111.68828411737606,0,0.7748866456659258
0,1,1.0,0,50.00296015173929,0,0.5905402945173692
1,1,1.0,0,7.924846789717887,0,0.20336087448170515
0,1,1.0,0,21.18404857232363,0,0.386410572108382
1,0,0.0,1,30.215660579362087,1,0.5154433102881751
1,1,1.0,0,29.949967667631473,0,0.47051293651134096
1,1,1.0,1,8.879135332626447,1,0.2637617380747323
0,0,0.0,0,16.803801633295173,1,0.29238837476620505
1,0,0.0,0,10.404512727576202,0,0.30801586976066775
0,0,0.0,0,11.308795453464855,0,0.27801440868503696
1,1,1.0,1,5.335295210837175,0,0.18597211968137137
1,0,0.0,0,4.43552374309472,1,0.06176392842218079
0,1,1.0,1,10.21421710705103,0,0.3907177629750294
1,1,1.0,0,39.3749827835962,0,0.5069159578710078
0,0,0.0,0,30.52598140499332,0,0.45198205498635935
1,0,0.0,1,22.684634633593994,0,0.44712714696098604
1,1,1.0,0,16.757602790764665,1,0.3985710136226124
1,1,1.0,0,98.25504260052115,0,0.6978154523463864
1,1,1.0,0,13.211276425144156,0,0.16651894287249377
1,1,1.0,0,19.185127767970446,0,0.36374051406016794
0,0,0.0,0,10.553642571831984,0,0.3037370877090662
0,0,0.0,1,22.456321141854435,1,0.35015526217346454
0,0,0.0,1,36.24365407490123,0,0.5909511501866509
1,1,1.0,1,59.68817415403552,1,0.5641976297283635
0,0,0.0,0,72.40829077729508,0,0.7196607561108918
1,0,0.0,1,32.99723665581891,0,0.5170793666850139
0,0,0.0,0,28.89370292331584,0,0.3890786783298468
1,0,0.0,0,35.519276647389376,1,0.5523199156014216
1,0,0.0,1,4.8940806678879785,1,0.21938071939540024
0,0,0.0,1,12.75218689029289,0,0.3232169976616087
1,1,1.0,1,84.48231761095138,0,0.7201399185912492
0,1,1.0,0,3.765271781120892,0,0.18754232851771288
1,0,0.0,1,36.837048017909,0,0.6859271670264027
1,0,0.0,1,43.640832091714394,0,0.6418958916897505
0,0,0.0,1,4.971972561917474,1,0.16444676102138464
1,1,1.0,0,31.043894328929724,0,0.4642767990338603
0,0,0.0,0,4.641150689050766,0,0.11101031956132458
1,1,1.0,1,19.423339829243464,1,0.3941102878088378
0,0,0.0,1,9.776805748611068,0,0.1693670061418811
0,1,1.0,0,40.47202111440029,0,0.40091822060834703
1,0,0.0,1,53.15221565033972,0,0.6609053102299407
1,0,0.0,1,51.46665042178615,1,0.5140648356517467
0,0,0.0,0,36.779278325911086,1,0.45585921278195424
1,1,1.0,1,41.53175723980836,0,0.5421405714399181
1,1,1.0,0,18.79306637139578,1,0.35047925148139053
1,1,1.0,0,103.93400801639126,1,0.8047089891090881
1,0,0.0,1,55.547960052252705,0,0.7491213396656032
0,1,1.0,0,45.13844461791582,1,0.5187893474740726
1,0,0.0,0,40.653048039219016,0,0.55976584119468
1,0,0.0,0,38.79441700183234,1,0.6222388924689631
0,0,0.0,0,7.7201007158071,0,0.14576365352591955
1,1,1.0,0,31.207983430663763,1,0.6200587574520288
1,0,0.0,1,22.27906904381582,1,0.4573962546652091
0,0,0.0,1,21.95663028737343,0,0.4569481212100587
0,1,1.0,1,46.541966271460936,0,0.6537057622340905
1,0,0.0,1,66.28841532003565,0,0.6819583061248964
1,1,1.0,0,6.085916911609628,0,0.10941561350437949
1,0,0.0,1,3.621300395885811,1,0.15592938409752433
0,0,0.0,0,10.506227307440145,1,0.3727981337516054
1,1,1.0,1,27.988147548923493,0,0.4928221466159018
1,1,1.0,0,2.97055770350368,0,0.05673012562661021
0,0,0.0,0,29.720232453928908,1,0.41866832137309423
0,0,0.0,0,13.137888761394384,1,0.2721473681873555
1,1,1.0,0,8.505673109281027,0,0.14068390362609365
0,1,1.0,0,25.140439848528644,1,0.41715492128959086
1,0,0.0,1,19.194250652948273,0,0.48050018766130487
1,1,1.0,1,7.593277193519296,1,0.1276943818888434
1,0,0.0,1,59.85656586058606,1,0.5534492743826286
1,1,1.0,0,122.19740450422375,0,0.7925891235423338
1,1,1.0,1,5.383342458482086,0,0.22434607961560854
0,0,0.0,0,8.997012143011322,0,0.19053800112560865
0,1,1.0,0,42.14097631023488,0,0.6064564382380079
0,1,1.0,0,9.14484725901504,1,0.24708427864930407
0,1,1.0,1,15.0971207374253,1,0.2668485949616496
0,1,1.0,0,1.1162810991364989,0,0.015465360093590915
1,0,0.0,1,0.09343846727064338,0,2.414362095765119e-05
1,1,1.0,1,7.838222612384324,0,0.3303296241196375
0,0,0.0,1,14.399935982470655,0,0.27306881989410425
1,1,1.0,0,14.438255015686769,0,0.44078230256024686
0,0,0.0,0,60.91828329217913,0,0.6487252625184693
0,0,0.0,0,27.98022417793067,0,0.5223997788933766
0,1,1.0,1,10.093905656894846,0,0.21190949111112106
1,1,1.0,0,97.4374237311933,1,0.7668205099803126
0,1,1.0,0,98.43688503541647,1,0.8253612311276993
0,1,1.0,1,43.47528048476088,0,0.5915840532947468
0,0,0.0,0,25.1138715899308,0,0.4197386464123523
0,0,0.0,1,1.2590177820312471,0,0.010062960498880663
0,0,0.0,0,21.495294919408387,0,0.3034493586027979
0,0,0.0,0,41.49319924363051,1,0.6389594202011765
1,1,1.0,0,4.032584115188777,1,0.21647559177347922
0,1,1.0,1,11.669621694309557,0,0.19397480408387102
0,1,1.0,1,21.180065283614557,0,0.4313213346539588
0,1,1.0,1,66.7110040464441,0,0.7291459673031278
0,0,0.0,0,0.13892581401506882,1,0.02448278936651058
1,0,0.0,1,59.17925506200089,1,0.6472630154666443
1,1,1.0,0,103.02658532854919,1,0.7377235302781254
0,1,1.0,0,21.010363236303316,1,0.4924516591704739
0,0,0.0,1,2.2178137467524612,1,0.03672030687490133
0,0,0.0,1,24.61552743417689,0,0.44686042512682905
0,0,0.0,1,18.322464431315574,0,0.38287650577161453
0,1,1.0,1,15.043384346757376,1,0.3323980674918374
1,0,0.0,1,22.97480735097527,1,0.5483219009823379
1,0,0.0,0,8.577655109637881,0,0.1559444375671767
0,1,1.0,1,60.577348272951845,1,0.6869411159862516
0,1,1.0,0,80.35883301853305,0,0.738856219404959
0,1,1.0,0,4.602627886143296,1,0.20693282638008298
0,1,1.0,1,84.11705691436741,0,0.7538304218345764
0,1,1.0,1,76.59784573730737,1,0.6865715207996219
0,0,0.0,0,22.004042934680424,1,0.551581306811727
1,0,0.0,1,1.842363317150524,0,0.040745429897663346
1,0,0.0,1,7.692565607158079,1,0.2476940677138853
0,0,0.0,1,10.911788672088514,0,0.249110571092239
0,0,0.0,0,40.49015285280354,0,0.49202740372635806
0,1,1.0,0,18.18455178792822,1,0.4462709215405862
0,0,0.0,1,31.768574296874867,1,0.49734239914101386
0,1,1.0,0,25.452736711261284,0,0.5460541263991192
0,1,1.0,0,63.43231772402811,1,0.5691711204591507
0,1,1.0,1,18.48852279453585,0,0.3451231994460502
1,1,1.0,1,11.097041016394021,0,0.25258418935460647
1,1,1.0,0,33.28284783495901,1,0.5559785415862321
1,1,1.0,0,41.080583686540386,0,0.6470847609385045
1,0,0.0,0,14.817237619627006,0,0.49216311543033386
0,1,1.0,0,38.02349956917603,1,0.4255240696256278
1,0,0.0,1,14.457652248281917,0,0.3774065697053996
0,1,1.0,0,55.03866610110559,0,0.6642396149676074
0,1,1.0,1,31.171018784161483,0,0.5167135288795116
1,0,0.0,1,12.09791646446853,1,0.20412578716432492
0,1,1.0,0,43.41360951697225,1,0.6788097605245952
0,0,0.0,1,23.753750387222876,0,0.33182420244688243
0,1,1.0,0,72.6140750856392,0,0.695679402523093
0,0,0.0,1,8.668523081622146,0,0.25822116352944435
0,1,1.0,1,9.495717706936887,0,0.19390560074549518
0,0,0.0,0,36.31342222000689,1,0.48543484472404086
1,1,1.0,1,2.5396164002458943,1,0.05893370044538029
1,0,0.0,1,8.447934898514157,0,0.23248950584591122
1,0,0.0,1,84.71089186347675,0,0.6254065065679544
1,0,0.0,0,42.19398683238023,1,0.5437547388432733
0,1,1.0,1,3.057427343311492,1,0.08190991782311295
0,1,1.0,1,24.232640573117127,0,0.5434773641411195
1,0,0.0,1,13.243331673002938,1,0.3359398681545069
0,0,0.0,1,6.107652110550226,0,0.13215192038606405
0,1,1.0,0,17.42084289022094,0,0.45202894451022263
1,1,1.0,1,60.67856777648459,0,0.6769814835550136
0,1,1.0,0,12.3328582266724,0,0.13084571750365098
1,0,0.0,1,16.255170635691048,0,0.34862191167398643
0,1,1.0,1,19.91488402776876,1,0.26087938777836284
1,0,0.0,1,66.23285136119785,0,0.6584864273084636
1,1,1.0,0,9.979072043954377,1,0.27841557142740636
1,0,0.0,0,13.696314916265166,1,0.3034924568143333
1,0,0.0,1,9.50042715828709,1,0.16794433166419237
0,1,1.0,1,84.73291607541356,1,0.6702492035071718
1,1,1.0,1,22.28108228348469,1,0.4221347807278949
0,1,1.0,1,17.450654838064015,0,0.44625441884682204
0,0,0.0,0,53.89584361802355,1,0.7024215934308906
0,1,1.0,1,1.799835649377593,0,0.031437679241985685
1,0,0.0,1,35.74476005147026,0,0.4840473126740459
0,1,1.0,1,23.89183075366569,1,0.3802233358701978
1,0,0.0,1,104.3033276409821,0,0.7699511711364907
1,1,1.0,0,0.25540474262996066,1,0.004525711132884266
1,1,1.0,1,21.78759834428392,1,0.4101904867087101
1,0,0.0,1,0.6217168431194543,0,0.006274939604299131
1,0,0.0,1,3.1615395823076247,1,0.01348289797984643
0,1,1.0,1,32.10286947402133,1,0.5952175850369511
1,0,0.0,1,2.8267845642614913,0,0.11056026981442026
1,1,1.0,0,18.41262485029827,1,0.43887408153726826
0,1,1.0,1,3.397860794500994,0,0.029007460605445304
0,1,1.0,0,25.233032040270746,0,0.4798472922366372
1,1,1.0,1,162.82964105697113,0,0.7894639198375538
0,1,1.0,0,3.383431684650087,0,0.13852900162107135
0,1,1.0,1,4.3968461449392375,1,0.12809350013230575
1,0,0.0,1,11.213403036330028,0,0.23866905510128064
1,0,0.0,0,69.26715829333695,0,0.6635333001231825
0,1,1.0,0,23.8719172166341,1,0.42007044729158
1,1,1.0,0,5.355232055819689,0,0.1484536431120893
1,1,1.0,1,9.054412547715973,1,0.1876115680094054
1,0,0.0,1,0.8031064122541162,1,0.04173364605907228
1,1,1.0,0,25.38307371311835,1,0.3954960765575962
0,1,1.0,0,4.921389210868547,0,0.10144908700803003
1,1,1.0,0,46.12932868931167,1,0.6606646797257675
0,1,1.0,0,9.679252084755536,0,0.3272248663571806
1,0,0.0,0,31.825908300651705,1,0.5600601006409295
1,1,1.0,1,2.101567576349462,0,0.109211472042699
1,1,1.0,0,22.72794485244093,1,0.44624115514228646
1,1,1.0,1,28.935900456594624,0,0.4741109804886486
0,1,1.0,1,126.12085650576508,1,0.7887186243182295
1,0,0.0,1,22.586635835465856,1,0.3169612610042284
1,1,1.0,1,1.193597192490867,1,0.03912721741278892
1,0,0.0,1,31.54783023643178,0,0.5668456535759094
0,0,0.0,1,26.25988415563469,0,0.5276678803004078
0,0,0.0,1,5.36443140552946,1,0.15214017833719096
1,1,1.0,0,119.8395505339512,0,0.7895238722790029
1,0,0.0,1,21.96063724515143,1,0.4983159817888223
1,0,0.0,0,29.717685686824804,1,0.39528583823802055
0,0,0.0,1,140.4912421964304,0,0.8233446177137207
1,0,0.0,0,19.403338996117544,1,0.41760114303353446
0,0,0.0,1,45.35557337057013,0,0.508880065451155
1,1,1.0,1,15.633806585193149,1,0.3000706590043011
1,0,0.0,0,4.035187463627095,0,0.0776541285301034
0,1,1.0,0,57.9691654979316,1,0.6049069464832866
0,0,0.0,0,7.352795230512582,1,0.17433673283633358
0,1,1.0,1,33.689419970549494,1,0.6140400246753823
0,0,0.0,0,4.919977760843767,1,0.12361404351067554
0,0,0.0,1,4.565227688828982,0,0.16329714768976175
1,1,1.0,1,4.852030600048084,1,0.168550123091456
0,0,0.0,1,37.9392972367499,1,0.577400935429164
0,0,0.0,0,92.56550535406842,0,0.7263326673001536
0,0,0.0,1,11.651343653801069,0,0.2845307249052065
0,1,1.0,1,21.7820737370269,1,0.3376820572013246
0,0,0.0,1,51.2955361560398,1,0.6624681675149992
1,1,1.0,0,4.109736961160394,0,0.257345338369164
0,1,1.0,1,7.398675616431626,0,0.1899787973125764
1,0,0.0,0,94.34016197524312,1,0.7938067089184189
1,1,1.0,0,18.450617405627106,0,0.4802330091716198
0,0,0.0,0,61.05879463530719,1,0.7221987503714814
1,1,1.0,0,52.57140320165685,1,0.5728924773287211
1,0,0.0,1,24.75458611602529,0,0.42154961615872605
1,0,0.0,1,7.683891774517834,0,0.1795693947749283
1,0,0.0,0,44.88038029308388,0,0.5288771965056087
1,0,0.0,0,5.642871267451903,0,0.1987725877893979
0,1,1.0,0,109.04398973980864,0,0.7749639058206088
0,1,1.0,0,39.582103938845016,0,0.5938699059119114
1,0,0.0,0,13.915445735500503,1,0.28354678732802197
1,0,0.0,0,8.371063783350575,1,0.24704044737251754
1,0,0.0,0,82.51214154787982,1,0.7472125594404109
1,0,0.0,1,13.676154997448085,1,0.2927136077785737
1,1,1.0,1,43.730310968630974,1,0.4750005145902896
1,0,0.0,0,0.6326314165390416,1,0.011592558803930583
0,1,1.0,0,4.304999357573472,0,0.18286975436808117
0,1,1.0,1,21.876744578166154,1,0.362552892302886
1,0,0.0,0,13.825399193134222,0,0.2992813717222153
0,0,0.0,0,89.67758050205416,0,0.7449153437993147
0,1,1.0,0,1.2091870963431708,0,0.019581681532626544
0,0,0.0,0,7.915845342853638,0,0.18529872061713062
0,0,0.0,1,6.352784471647181,0,0.13894598106555123
1,0,0.0,1,28.452393010385734,0,0.5640639554432869
0,1,1.0,1,19.758153948282306,1,0.39749229643626605
1,0,0.0,0,52.63004417584568,1,0.6314038760973752
1,0,0.0,0,4.808039058845154,0,0.13286486836184144
1,0,0.0,0,5.880605491604715,0,0.2162686441696261
0,0,0.0,1,49.30859154690046,0,0.6214496805409297
0,0,0.0,1,42.14405965463989,1,0.5128934297329568
0,1,1.0,1,3.2750791818771727,0,0.10596602350439856
0,0,0.0,0,27.081561010011146,1,0.5306239586434883
1,0,0.0,1,0.4709636595192979,0,0.0351464055943115
0,0,0.0,1,1.7911423594579103,0,0.00798190855950768
1,0,0.0,0,43.67862564849582,0,0.5316020031563656
0,0,0.0,0,67.91894410946631,1,0.6948708397489914
0,1,1.0,1,31.367541143210453,1,0.557676109885388
1,1,1.0,1,16.637624226854378,0,0.32837050587946925
0,1,1.0,1,12.753323135658613,1,0.21366743057956838
0,1,1.0,1,7.426166858594958,0,0.2656021906451647
1,0,0.0,0,1.0206101693656782,1,0.02749369703873547
0,1,1.0,0,54.67846448410057,0,0.5990700033164021
0,0,0.0,0,31.853825295761055,1,0.5107752827988007
0,1,1.0,1,11.863324165742895,0,0.2792728057684467
0,0,0.0,1,47.65184652324308,0,0.4585078336381265
1,1,1.0,0,7.045356174106414,0,0.07718497930048947
1,1,1.0,1,12.94827866704678,0,0.1911402290393665
0,1,1.0,1,79.63289978278473,1,0.751690790010895
1,1,1.0,1,27.676643482227334,1,0.4618779020766704
1,1,1.0,1,67.33515928854816,0,0.6567415407940087
1,0,0.0,0,17.77600720795755,1,0.31929833732732754
0,1,1.0,0,31.398989688741153,0,0.4806246729498964
0,1,1.0,0,26.045042275132847,0,0.5066562104810003
0,1,1.0,1,41.908057226812936,1,0.6386279626112005
0,1,1.0,0,1.47410462926361,0,0.03728020540900387
0,0,0.0,1,21.192940082315637,1,0.429834036530715
0,0,0.0,0,54.37611514557931,1,0.549292135648754
0,1,1.0,1,5.400172504644384,1,0.11635884712895692
1,0,0.0,1,18.441587368148518,1,0.4022945359010053
0,1,1.0,1,84.85650772528315,0,0.6769452121867557
0,1,1.0,0,45.93190053443262,1,0.5619117042575975
0,0,0.0,0,2.1484431502950736,0,0.06281113981923366
0,0,0.0,0,2.246468220805664,1,0.034539736435578436
1,1,1.0,0,16.78514818145282,0,0.2658028349128703
1,0,0.0,0,6.904896551752469,1,0.17540506806965997
1,1,1.0,1,27.727668989982806,0,0.48829431015411695
1,1,1.0,1,70.05838299598653,1,0.7216521922777613
1,0,0.0,0,27.375854700331892,1,0.5199622800996376
1,1,1.0,1,44.510383802925865,1,0.6130719400420849
1,0,0.0,1,1.732933781475566,1,0.013109561905780474
1,0,0.0,1,46.971586749942,1,0.7196533174580032
0,0,0.0,1,4.1889170077429565,0,0.0717813666707429
0,1,1.0,0,32.87266020900054,0,0.5745730037182001
0,0,0.0,0,98.75038853230939,1,0.744576688841404
0,1,1.0,1,13.377908027546122,0,0.35679336702978726
0,0,0.0,1,6.387975103585534,0,0.06920753531259957
0,0,0.0,0,16.883434084927256,0,0.43982279899478394
1,1,1.0,0,59.67282717749639,0,0.6235973692208717
0,1,1.0,0,70.5021565252957,0,0.6865051261632552
1,0,0.0,1,50.69497221267797,1,0.561592479414517
0,0,0.0,0,0.7071966513311493,0,0.0326238601458314
1,0,0.0,1,10.58246763872973,1,0.2781634648937143
1,1,1.0,1,72.19085194936682,1,0.7089324741477839
0,0,0.0,0,34.86732337467865,1,0.5358171871443628
0,0,0.0,1,57.011434932988934,1,0.6388030438842918
1,1,1.0,1,63.578088279880475,0,0.6330426983821278
1,1,1.0,1,36.21587893745017,1,0.5864433360744795
1,0,0.0,1,79.943788075569,1,0.7240875782337429
0,1,1.0,1,59.63005964204776,1,0.6375412480223808
0,0,0.0,0,61.355579593085025,0,0.6145250965563293
1,1,1.0,0,0.7126072412355196,1,0.0012801830303784169
1,1,1.0,1,71.54405885415548,0,0.6956957767547179
0,1,1.0,1,17.669013325241814,1,0.32740856192909595
0,0,0.0,0,37.42936846095044,1,0.6453280299092218
0,0,0.0,0,14.574048770420584,1,0.2910568274627584
1,0,0.0,1,46.58039989623276,1,0.6215849262863626
1,1,1.0,1,18.75777226479405,0,0.33771926502479316
1,0,0.0,0,9.503734467669121,0,0.17830439505205417
1,0,0.0,1,8.921542193060557,0,0.20706034621266184
1,0,0.0,1,19.104469104782357,1,0.36152185109400486
1,0,0.0,1,43.40775873891867,0,0.5730552378529696
1,0,0.0,1,44.25953760883991,1,0.49986924975420755
0,1,1.0,0,54.254083874541124,1,0.6613910581661631
1,0,0.0,1,1.1220714555599511,1,0.04682137928517462
1,1,1.0,1,1.1933271041640063,1,0.015259236407455596
1,0,0.0,1,10.2709727045516,1,0.2270485129455593
0,0,0.0,0,59.37000127602188,1,0.6253478837355969
1,1,1.0,1,51.416121656196154,1,0.6567598775433896
0,1,1.0,1,159.39079970478633,1,0.8231525838353216
0,0,0.0,0,31.34136194432748,1,0.4633584690083476
